name,Beauly,Peterhead,Errochty,Denny/Bonnybridge,Neilston,Strathaven,Torness,Eccles,Harker,Stella West,Penwortham,Deeside,Daines,Th. Marsh/Stocksbridge,Thornton/Drax/Eggborough,Keadby,Ratcliffe,Feckenham,Walpole,Bramford,Pelham,Sundon/East Claydon,Melksham,Bramley,London,Kemsley,Sellindge,Lovedean,S.W.Penisula
15/03/2022 14:00,206.8568262,271.6082768,78.76090904,675.9942524,837.7387311,224.3051357,206.0359907,64.05137636,283.3255477,1542.270833,803.8583305,1704.812223,1494.046032,1389.244528,1096.473959,422.8670227,1072.635551,2306.325189,626.7275998,747.5858094,428.36964,1542.033297,2338.190812,731.4835335,4894.394067,798.8279358,410.6598707,1075.905222,1425.508256
15/03/2022 15:00,205.7456705,270.149301,78.33783555,672.3630698,833.238719,223.1002543,204.9292441,63.70731686,281.8036312,1533.986344,799.540311,1695.654623,1486.020588,1381.782037,1090.584121,420.5955428,1066.873763,2293.936492,623.3610588,743.5700643,426.0686021,1533.750084,2325.630945,727.5542837,4868.103253,794.5369376,408.453963,1070.12587,1417.850971
15/03/2022 16:00,220.0104017,288.879256,83.76914385,718.9792559,891.0087141,238.5682112,219.137371,68.12426401,301.3416027,1640.340479,854.9739325,1813.217522,1589.049168,1477.583564,1166.196353,449.7562165,1140.842111,2452.979389,666.579844,795.1231642,455.6087332,1640.087839,2486.871277,777.9969797,5205.617935,849.6236659,436.7728383,1144.319694,1516.153224
15/03/2022 17:00,246.3200241,323.4244598,93.78655453,804.9573398,997.5586893,267.0970421,245.3425933,76.27080459,337.377098,1836.498198,957.2147411,2030.04849,1779.073291,1654.278236,1305.65424,503.5396565,1277.268048,2746.315346,746.2918208,890.2068061,510.0920379,1836.215347,2784.260146,871.0326118,5828.12415,951.2246707,489.00368,1281.161492,1697.460193
15/03/2022 18:00,274.966965,361.0386222,104.6939012,898.5736238,1113.574449,298.1603436,273.8758593,85.14107503,376.6139478,2050.082358,1068.538513,2266.142487,1985.978952,1846.670271,1457.501415,562.1011593,1425.813918,3065.710952,833.0853235,993.7375761,569.4155806,2049.766611,3108.06872,972.333429,6505.933145,1061.851799,545.8746533,1430.160168,1894.874276
15/03/2022 19:00,288.9529321,379.4025529,110.0190698,944.2788274,1170.215492,313.3260227,287.8063282,89.47170535,395.7701046,2154.3581,1122.88884,2381.407949,2086.994127,1940.599626,1531.636018,590.6919695,1498.336763,3221.645802,875.459519,1044.283215,598.3784328,2154.026293,3266.158063,1021.790364,6836.85205,1115.862012,573.6401158,1502.904082,1991.255488
15/03/2022 20:00,288.2606116,378.4935184,109.7554682,942.0163703,1167.411699,312.5753052,287.1167549,89.25733446,394.821854,2149.196338,1120.19844,2375.702184,2081.993767,1935.950021,1527.966275,589.2766935,1494.746804,3213.926858,873.3619504,1041.781152,596.9447402,2148.865326,3258.332469,1019.342192,6820.471205,1113.188448,572.2656953,1499.303179,1986.484513
15/03/2022 21:00,260.8396703,342.4891247,99.31492191,852.4065709,1056.361051,282.841416,259.8046236,80.76668388,357.2642189,1944.752913,1013.638978,2149.712273,1883.943022,1751.791764,1382.617684,533.2214401,1352.558233,2908.200386,790.2829385,942.6811751,540.1600599,1944.453389,2948.381891,922.3767336,6171.670318,1007.295815,517.828622,1356.681181,1797.519136
15/03/2022 22:00,224.9471532,295.3613365,85.64881614,735.1122294,911.0018082,243.9213762,224.0545329,69.65288523,308.1033223,1677.147618,874.1584524,1853.9038,1624.705395,1510.738646,1192.364305,459.8481699,1166.441147,2508.021105,681.5370419,812.9647095,465.8320096,1676.889309,2542.673483,795.4542353,5322.425333,868.6881327,446.5734613,1169.996762,1550.173761
15/03/2022 23:00,197.7604082,259.6644484,75.29744027,646.2677675,800.8996194,214.4414376,196.9756684,61.23475142,270.8664586,1474.450299,768.5090913,1629.844019,1428.346158,1328.153244,1048.257105,404.271672,1025.466977,2204.905775,599.1675895,714.7111241,409.5323146,1474.22321,2235.370124,699.3169372,4679.165711,763.6999055,392.601323,1028.592866,1362.822295
16/03/2022 00:00,183.6857462,241.1840591,69.93850101,600.272715,743.8993761,199.1795822,182.9568566,56.87665753,251.5888192,1369.513271,713.8140906,1513.847577,1326.690374,1233.628217,973.652362,375.4995474,952.484214,2047.982033,556.5246695,663.8449394,380.3857886,1369.302343,2076.278225,649.5463609,4346.148217,709.3471759,364.6597803,955.3876327,1265.829862
16/03/2022 01:00,162.6591878,213.5756528,61.93262136,531.5593305,658.7450077,176.3794401,162.0137344,50.36597074,222.7893771,1212.744706,632.1035933,1340.557024,1174.823758,1092.414452,862.1981055,332.5160098,843.4530813,1813.54896,492.8191359,587.8544246,336.8429217,1212.557924,1838.60608,575.1926084,3848.643422,628.1480075,322.9170739,846.0241448,1120.929966
16/03/2022 02:00,155.4652385,204.1298143,59.19351917,508.049986,629.6106056,168.5786834,154.8483316,48.13842833,212.936042,1159.108487,604.1474645,1281.268033,1122.864674,1044.100095,824.0655565,317.8097805,806.1495709,1733.340892,471.0231591,561.8553097,321.9453255,1158.929965,1757.289807,549.7534893,3678.428963,600.3668229,308.635378,808.6069237,1071.354449
16/03/2022 03:00,155.5151551,204.1953561,59.21252496,508.2131102,629.8127604,168.6328105,154.8980502,48.15388456,213.0044113,1159.480652,604.3414436,1281.679421,1123.225202,1044.435333,824.3301467,317.9118226,806.4084086,1733.897431,471.1743948,562.0357096,322.0486953,1159.302073,1757.854036,549.9300036,3679.61003,600.5595881,308.7344743,808.8665504,1071.698438
16/03/2022 04:00,146.650129,192.5553512,55.83715888,479.2427987,593.9107509,159.0200221,146.0682017,45.40890807,200.8622528,1093.385317,569.8914076,1208.618236,1059.196582,984.8980713,777.3398178,299.7894948,760.4396951,1635.057894,444.3154477,529.9972807,303.6905482,1093.216918,1657.64887,518.5816514,3469.856588,566.325134,291.1352945,762.7577124,1010.607063
16/03/2022 05:00,148.424976,194.8857705,56.51293334,485.0428797,601.0986116,160.9445769,147.8360058,45.95847365,203.2932071,1106.618116,576.7885719,1223.245651,1072.015608,996.8178928,786.747646,303.4177253,769.642988,1654.846335,449.6928172,536.4116226,307.3659916,1106.447678,1677.710721,524.8578346,3511.850853,573.1791372,294.6587868,771.9890593,1022.83803
16/03/2022 06:00,173.4523891,227.7474007,66.04214174,566.8307893,702.4558337,188.0830445,172.7641068,53.70798951,237.5724989,1293.216015,674.0466362,1429.509281,1252.778834,1164.901283,919.4090003,354.5800092,899.4201557,1933.886454,525.5200007,626.8613274,359.194032,1293.016838,1960.606231,613.3593402,4104.018994,669.8285787,344.3441387,902.1618214,1195.308935
16/03/2022 07:00,196.3974801,257.8748892,74.77850429,641.81381,795.3799679,212.963547,195.6181487,60.81273288,268.9996972,1464.288662,763.2126693,1618.611436,1418.502262,1318.999858,1041.032711,401.4855067,1018.399649,2189.709974,595.0382377,709.7854677,406.7098939,1464.063137,2219.964368,694.4973747,4646.917769,758.4366275,389.8955876,1021.503995,1353.429977
16/03/2022 08:00,205.5741892,269.9241418,78.27254394,671.8026807,832.5442462,222.9143087,204.7584434,63.65421924,281.5687586,1532.707824,798.8739245,1694.241359,1484.782046,1380.630374,1089.67516,420.2449924,1065.984564,2292.024584,622.841511,742.9503269,425.7134901,1532.471762,2323.69262,726.9478949,4864.045874,793.8747213,408.1135321,1069.233961,1416.669246
16/03/2022 09:00,205.3889364,269.6809,78.20200875,671.1972867,831.7940001,222.7134298,204.5739256,63.59685733,281.3150233,1531.326627,798.1540204,1692.714596,1483.444037,1379.386221,1088.693201,419.8662892,1065.023953,2289.959129,622.2802383,742.2808183,425.329859,1531.090777,2321.598628,726.2928068,4859.662646,793.1593222,407.7457612,1068.270422,1415.392617
16/03/2022 10:00,204.4942406,268.5061418,77.8613526,668.273481,828.1706183,221.7432667,203.6827801,63.31982275,280.0895856,1524.656007,794.6771778,1685.340954,1476.981999,1373.37747,1083.950739,418.0373076,1060.384597,2279.983827,619.5695203,739.0473652,423.4770775,1524.421185,2311.485501,723.1289992,4838.493446,789.7042371,405.9695779,1063.616924,1409.227018
16/03/2022 11:00,205.691911,270.0787134,78.31736659,672.1873874,833.0210013,223.0419602,204.875698,63.69067072,281.7299985,1533.585527,799.3313984,1695.211564,1485.632304,1381.42099,1090.299161,420.485645,1066.594998,2293.337108,623.1981802,743.3757762,425.9572742,1533.349329,2325.023279,727.3641804,4866.831262,794.3293324,408.3472376,1069.846256,1417.4805
16/03/2022 12:00,205.9664413,270.4391787,78.42189424,673.0845342,834.1328075,223.3396471,205.1491389,63.7756766,282.1060144,1535.632354,800.3982401,1697.474108,1487.615129,1383.264728,1091.754348,421.0468535,1068.018548,2296.39795,624.0299426,744.3679358,426.5257856,1535.395841,2328.126412,728.3349698,4873.326864,795.389498,408.8922455,1071.274145,1419.372365
16/03/2022 13:00,206.2357525,270.7927912,78.52443471,673.9646252,835.223477,223.6316746,205.4173815,63.85906642,282.4748818,1537.640268,801.4448,1699.693639,1489.560259,1385.073414,1093.18187,421.5973929,1069.415035,2299.400603,624.8458924,745.3412334,427.083489,1537.403446,2331.170551,729.2873035,4879.698978,796.4295087,409.4268921,1072.674889,1421.228264
16/03/2022 14:00,204.448463,268.4460346,77.84392273,668.1238827,827.9852258,221.6936278,203.6371841,63.30564811,280.0268853,1524.314701,794.4992831,1684.963677,1476.651365,1373.070029,1083.708088,417.9437267,1060.147222,2279.473435,619.4308248,738.8819237,423.3822789,1524.079931,2310.968056,722.9671211,4837.410311,789.5274555,405.8786984,1063.378825,1408.911552
